"ID";"source";"A1_1_dia_mes_anio";"A1_05";"A1_2_dia_mes_anio";"A2_1";"A2_2_Mun_1";"Mun_2";"Mun_3";"Mun_4";"Mun_5";"A2_3";"A2_4_GPS";"A_3";"A_4";"A_5";"A_6";"A_7";"A_8";"A_9";"a_10";"a_10_otro";"a10_1";"B_1";"B_1(a)";"B_1(b)";"B_1(c)";"B_1(d)";"B_2";"B_3";"B_3(a)";"B_3(b)";"B_3(c)";"B_3(d)";"B3_1";"B_4";"B_5";"B_6";"C_1";"C_1(a)";"C_1(b)";"C_1(c)";"C_1(d)";"C_2";"C_21";"C_22";"C_23";"C_24";"C_3";"C_31";"C_32";"C_33";"C_34";"C_35";"C_4";"C_41";"C_42";"C_43";"C_5";"D_1";"D_2";"D_21";"E_1";"E_10";"E_10_otro";"E_11";"E_111_E_112_E_113_E_114";"E_12";"E_121_E_122_E123";"E_13";"E_14";"E_15";"E_16";"E_17";"E_18";"E_19";"E_19_otro";"E_110_mas_relevante";"E_110_medianmente_relevante";"E_110_menos_relevante";"duracion";"duracion_cat"
"CorreosMasivos_73";"MapeoSNPS";28/9/2016;1;31/12/2016;"Bogotá D.C.";"Bogotá";999;999;999;999;0;999;999;"Museo Relatos de Memoria ";"Ecopetrol con el acompañamiento de Museos Escolares de la Memoria (MEMO)";999;999;"responsabilidadcorporativaecp@ecopetrol.com.co";"2341051";3;999;"Esta experiencia se recopiló por medio del envío masivo de correos electrónicos";40;33;21;999;999;2;5;4;999;999;999;999;"Esta iniciativa estuvo enmarcada en la estrategia de Derechos Humanos, Posconflicto y Construcción de paz de la empresa, reconociendo el poder de la Memoria como constructora de paz y reconciliación para el país. 
El diseño del proyecto inició en el año 2015. En alianza con MEMO se diseñó la metodología a partir de la cual se recolectaron los relatos de funcionarios, contratistas de Ecopetrol y sus entornos cercanos. 
Los visitantes pudieron acceder a 20 historias de vida a través de una serie de pantallas y objetos donde podían escuchar, leer y descargar sus relatos, y de esta forma conocer cómo impactó la violencia a varias familias cercanas a Ecopetrol.
Dado el carácter itinerante del museo, estuvo ubicado en el Edificio principal de la empresa en Bogotá, y en el Centro de Memoria Paz y Reconciliación. 
 | Motivar, a través de historias de vida de personas que fueron marcadas de una u otra forma por el conflicto, una reflexión sobre las distintas formas en que este nos ha afectado, los aprendizajes de las experiencias vividas, y cómo persiste el compromiso por la construcción de un mejor país.";"43== Víctimas de la violencia y familiares";"A través de este proyecto se visibilizaron las experiencias y percepciones de diferentes personas sobre el conflicto armado y sus impactos, permitiendo con ello su reconocimiento y dignificación. Con el ejercicio se promovió la construcción de una cultura de paz basada en la solidaridad y la empatía.  ";"4== Derecho a no ser sometido esclavitud y la servidumbre";"1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"31== Derecho a la paz";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"1 == si";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0,257534246575343;"0-5 años"
"Registro_Iniciativas_CNMH_342";"RegistroIniciativasCNMH";999;0;999;"Caldas";"Chinchiná";"Neira";999;999;999;0;999;999;"Museo virtual de narrativas
hipermediales";"CERES UNIMINUTO - Chinchiná y
Neira";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";1;22;42;999;999;3;5;4;999;999;999;999;"Actualmente se está desarrollando un proyecto de investigación denominado Museo Virtual de narrativas
hipermedia al interior de la institución , en la que se busca dar visibilidad a las historias narradas sobre el conflicto
haciendo énfasis en la memoria. El museo estará diseñado en tres galerías virtuales, que a su vez se componen
de tres grupos que aportan la información:
1. Estudiantes de Uniminuto que han sido desplazados por conflicto.
2. Mujeres o con enfoque de género tocadas por la violencia y el conflicto.
3. Memorias de los residentes de diferentes municipios de Caldas.";"23== Estudiantes Universitarios-Tecnológicos";999;"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"12== Derecho a la libre circulación y elección de residencia";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"1 == si";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_117";"RegistroIniciativasCNMH";999;0;999;"Sucre";999;999;999;999;999;0;999;999;"Narrar y transformar las vivencias anteriores para no repetir lo ocurrido";"Colectivo de comunicaciones
narradores y narradoras de la
memoria de María la Baja";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";26;32;43;46;999;2;3;5;4;999;999;999;"La iniciativa consiste en la realización de documentales y piezas radiales que muestren aquellos héroes que fueron maltratados en la época de la violencia y que a través de esas visualizaciones puedan ser resaltados y mencionados como aquellos líderes que construyeron fortalezas al interior de la comunidad de María la Baja, como resistencia a los hechos y actores de violencia que afectaban a la región. Sobre este objetivo, el grupo de jóvenes ha efectuado tres tipos de intervenciones en el municipio, logrando documentales como:
- Muestra de las dificultades económicas de la región por el tipo de monocultivo que representa la palma de aceite.
- Mampuján, narrar para transformarse en la Rosa de Mampuján.
- Mi escuelita, pieza radial motivadora para jóvenes.
La IMH busca recopilar la memoria visual, periodística y narrativa de la región.";"43== Víctimas de la violencia y familiares";999;"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"12== Derecho a la libre circulación y elección de residencia";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"1 == si";"1 == si";"1 == si";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_249";"RegistroIniciativasCNMH";999;0;999;"Cauca";" Cauca";999;999;999;999;0;999;999;"Narrativas femeninas resistiendo en
medio de la guerra";"Colectivo Minga de Pensamiento";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";29;41;999;999;999;2;5;4;999;999;999;999;"Es una recolección de relatos de mujeres víctimas del conflicto que se muestran radicales frente a la manera en como la superioridad del hombe y el machismo se impone en épocas de guerra y de violencia";"30 == Mujeres";999;"1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"17== Derecho a la libertad de pensamiento, conciencia y religión";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"1 == si";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_183";"RegistroIniciativasCNMH";999;0;999;"Bogotá D.C.";"Bogotá";999;999;999;999;0;999;999;"Narrativas multimediales de la
Desaparición forzada";"Fundación Nidya Erika Bautista";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";25;43;24;29;32;2;5;999;999;999;999;999;"Recoger y sistematizar 10 años de experiencias de los familiares de desaparición forzada de la Fundación en el
trabajo de memoria. Para esto se espera organizar, digitalizar y convertir en multimedia (DVD) los trabajos
realizados hasta la fecha, resaltando la labor que se ha realizado en denuncia y visibilidad de la desaparición
forzada en el marco del conflicto armado. Esto además, se potenciará a través del trabajo con jóvenes familiares
de personas desaparecidas. Producto: Material multimedia.
La iniciativa Ausencias presentes” Narrativas multimediales sobre la desaparición forzada nace como una
propuesta, que recoge un proceso de 30 años de trabajo con las familias de los desaparecidos en los lugares más
afectados por el conflicto armado y de 10 años de esfuerzos desde la perspectiva de la memoria, para visibilizar y
sensibilizar la sociedad colombiana y la comunidad internacional sobre los impactos y las respuestas desde el arte
y la cultura, por parte de las víctimas.
Esta propuesta está apoyada en los trabajos realizados de cartografía social, documentales, mapas de memoria,
un Festival de expresiones artísticas contra el conflicto armado, Museo Viviente con vivo Arte, Memoria pública,
Cartografía de la memoria de la ciudad de Bogotá, Mapa N.N. Urbanizando la memoria”: incluyó la realización del
documental “N.N.” sobre la historia de los familiares de los desaparecidos de Bogotá, exhibido en Festivales de
Europa y Latinoamérica.";"43== Víctimas de la violencia y familiares";999;"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"12== Derecho a la libre circulación y elección de residencia";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_118";"RegistroIniciativasCNMH";1/1/2015;0;999;"Meta";"Puerto López";"Granada";"San Martín";999;999;0;999;999;"Narrativas visibles";"Defensoría del Pueblo regional
Meta";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";7;32;47;48;49;5;3;5;4;999;999;999;"Narrativas Visibles es un proyecto de memoria histórica que busca generar procesos imparciales de construcción,
recolección y posterior divulgación de testimonios de familiares de víctimas y sobrevivientes de la violencia
sociopolítica que vive la sociedad colombiana. En el mediano plazo aspira a convertirse en el archivo oral más
grande del país y en uno de los mas representativos de Latinoamérica.
Dentro del proceso de construcción y recolección se vinculan comunidades que han sido afectadas por el accionar
de los diferentes grupos armados del país, así como personas que no han sido afectadas directamente, pero que
son testigos del fuego cruzado que desde hace mas de cinco décadas impera en la mayor parte del territorio
nacional.
La etapa de divulgación incluye varias alternativas, como la realización de eventos simbólicos en las comunidades
de los testimoniantes denominadas vigilias para escuchar a las víctimas, la construcción de archivos orales físicos
y virtuales a los cuales la sociedad civil pueda acceder con fines académicos e investigativos, la producción y
distribución de publicaciones escritas y audiovisuales, y la generación de programas de capacitación de
multiplicadores de este mismo proyecto.
Entre el 2009 y el 2012 se han realizado dos publicaciones de testimonios, una guía metodológica para la
alimentación del archivo oral, y se han publicado diversos artículos en revistas y periódicos locales y regionales.
Mediante el trabajo de promoción y capacitación en las comunidades este proyecto ha generado procesos
organizativos y de reconstrucción del tejido social en contextos donde tradicionalmente imperaba la violencia, la
impunidad y el aislamiento de las víctimas de la violencia.";"43== Víctimas de la violencia y familiares";999;"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"12== Derecho a la libre circulación y elección de residencia";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Pastoral_52";"Pastoral";1/1/1999;1;31/12/1999;"Nacional";999;999;999;999;999;0;999;999;"Novena Navideña por la Paz";"Conferencia Episcopal de Colombia";999;999;999;999;3;999;"SNPS. Eje cafetero: La vida comienza a renacer, Documentación De Pastoral Social (1999b).";1;24;27;999;999;5;1;5;999;999;999;999;"La Conferencia Episcopal de Colombia pone a disposición de los fieles la tradicional Novena de Navidad que tiene como énfasis especial pedir a Dios que  regale a Colombia el don de la paz. También explica que la paz presenta una dimensión interior y otra exterior, además ambas deben estar en armonía. “Si tenemos solo la paz interior pero no tenemos la paz exterior nos sentimos prisioneros” dijo el prelado. Quiere ser un insumo que permita a todos los creyentes ser artesanos del perdón, la reconciliación y la paz";"99== otros";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"31== Derecho a la paz";999;999;999;"1 == si fue una experiencia de resistencia no violenta";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de transformaciones para la paz";"0 == no";"0 == no";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0,997260273972603;"0-5 años"
"Cesar_2";"Cesar";1/1/2008;1;1/1/2009;"Cesar";"Valledupar";999;999;999;999;0;999;999;"Nuestra partida";"Patricia Elena Maestre";999;999;999;999;3;999;"Fernandes, Tatiane (2015). Iniciativas de memoria, un referente de paz en el Cesar. Universidad Nacional de Colombia";29;43;999;999;999;1;4;999;999;999;999;999;"Objetivo: Mostrar la realidad de los desplazados por el conflicto armado y sensibilizar a la sociedad civil sobre su situación. | Descripción: La canción presenta los obstáculos a los cuales tienen que enfrentarse los desplazados víctimas del conflicto armado cuando llegan a vivir en otro lugar, mostrando la música como forma de resistencia y una práctica ligada a la cultura de la región que sirve para visibilizar las afectaciones del conflicto armado.";"33== Campesinos";999;"28== Derecho a participar en la vida cultural de la comunidad";"18== Derecho a la libertad de opinión y expresión ";"12== Derecho a la libre circulación y elección de residencia";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1,0027397260274;"0-5 años"
"Registro_Iniciativas_CNMH_119";"RegistroIniciativasCNMH";999;0;999;"Bogotá D.C.";"Bogotá";999;999;999;999;0;999;999;"NuesTrans voces en La Habana";"GAT (Grupo de Apoyo
Transgénero)";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";28;43;999;999;999;2;3;4;5;999;999;999;"""NuesTrans Voces en la Habana"" busca ser un espacio para la reconstrucción de memoria histórica a través de los
testimonios de personas Transgeneristas con experiencias de victimización en el marco del conflicto armado. Se
busca, anualmente, poder recopilar los testimonios de distintas personas que, de manera voluntaria, quieran
compartir su experiencias en el marco del conflicto armado para darlos a conocer en un foro público. En la
coyuntura de los acuerdos de paz, esta iniciativa redactó un manifiesto en conjunto para visibilizar las afectaciones
a personas transgeneristas en el marco del conflicto armado y proponer puntos de agenda para su efectiva
reparación y garantizar la no repetición de violencias.
La divulgación de los testimonios se ha realizado a través de dichos foros.";"29 == Sectores LGBTI";999;"1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"31== Derecho a la paz";999;999;"1 == si fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"1 == si";"0 == no fue una experiencia de transformaciones para la paz";"0 == no";"0 == no";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Cesar_22";"Cesar";1/1/2010;1;1/1/2011;"Cesar";" La Paz";999;999;999;999;0;999;999;"Nuestro campo es nuestra vida";"Colectivo de comunicaciones de Montes de María Línea 21/ Con el apoyo de la AECID.";999;999;999;999;3;999;"Fernandes, Tatiane (2015). Iniciativas de memoria, un referente de paz en el Cesar. Universidad Nacional de Colombia";32;47;43;999;999;5;4;5;999;999;999;999;"Objetivo: Visibilizar las afectaciones generadas por el conflicto armado en su territorio | Descripción: El documenta muestra la cotidianidad de la vida rural en el corregimiento y las afectaciones de su territorio por causa del conflicto armado, así como los daños morales y económicos ocasionados.";"33== Campesinos";999;"1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado";"23== Derecho al trabajo";"22== Derecho a la seguridad social: alimentación, vivienda, asistencia médica, vestido y otros servicios sociales básicos";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1;"0-5 años"
"Memorias_Germinan_65";"MemoriasGerminan";999;0;999;"Tolima";"Icononzo";999;999;999;999;0;999;999;"Nunca invisibles: mujeres ex combatientes y ex clandestinas de las FARC-EP";"Mujeres farianas y diversidad";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";29;38;999;999;999;5;1;4;5;999;999;999;"La iniciativa propone realizar la construcción de historias de vida desde las mismas protagonistas a partir de
talleres de género y memoria que les permita activar potencialidades y desarrollar herramientas para la
construcción de las historias que visibilicen sus distintas experiencias y trayectorias en la guerra, y cómo hoy se
encuentran alrededor de una apuesta por construcción de paz desde el ejercicio de memoria con equidad de
género.";"39== Desmovilizados de la guerrilla";999;"23== Derecho al trabajo";"21== Derecho a la igualdad de acceso al sector público en su país";"1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"1 == si";"1 == si";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Pastoral_147";"Pastoral";1/1/2006;1;31/12/2009;"Antioquia";"Sonsón";"Rionegro";999;999;999;0;999;999;"Observatorio de Paz y Reconciliación del oriente antioqueño";"Agencia Presidencial para la Accion Social";999;999;999;999;3;999;"Formulario 31";7;1;21;999;999;4;1;5;99;999;999;999;"Es un libro que recopila los actos de violencia perpetrados por grupos al margen de la ley en corregimientos y veredas de la región";"43== Víctimas de la violencia y familiares";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"17== Derecho a la libertad de pensamiento, conciencia y religión";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;4;"0-5 años"
"Registro_Iniciativas_CNMH_172";"RegistroIniciativasCNMH";1/1/2017;0;999;"Bogotá D.C.";"Bogotá";999;999;999;999;0;999;999;"Ojalá nos alcance la vida";"Corporación Asuntos Mayores,
COASUMA";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";41;30;999;999;999;2;3;5;999;999;999;999;"Son experiencias que nos invitan a reconocer las particularidades que enfrentan las personas mayores en contextos de violencia, a reflexionar sobre la larga duración de la confrontación armada, pero sobre todo, a visibilizar sus posibilidades de aportar en entornos familiares, comunitarios y nacionales a la edificación de un nuevo país. “Ojalá nos alcance la vida… para sembrar, argumentar y defender la paz”. Estas historias de vida se refieren al dolor, a la fortaleza y a la esperanza de personas mayores víctimas del conflicto armado en Colombia. Las voces de las personas mayores son indispensables para la reconstrucción de la memoria histórica, son un llamado sobre las transformaciones que necesitamos en el presente para envejecer de otros modosDurante el 2016 y 2017 se realizó un libro y una radio novela, actualmente se encuentran en socialización de este material, en colegios y otros espacios territoriales comunitarios";"31 == Adulto mayor";999;"31== Derecho a la paz";"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"21== Derecho a la igualdad de acceso al sector público en su país";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_120";"RegistroIniciativasCNMH";1/1/1984;0;999;"Antioquia";"Medellín";999;999;999;999;0;999;999;"Operación sirirí";"Fabiola Lalinde";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";53;24;47;999;999;6;1;3;5;999;999;999;"Esclarecer los hechos alrededor de la desaparición de su hijo Fernando Lalinde, y también otros hechos de desaparición forzada.Treinta años han pasado (2015) desde que desaparecieron a su hijo Luis Fernando (3 de octubre de 1984), el mayor de los cuatro que tuvo, y 18 desde que el Ejército le entregó los restos. Durante todo este tiempo, Fabiola Lalinde guardó recortes de prensa, fotografías, expedientes y textos sobre su caso y llenó agendas con información recogida de diversas fuentes hasta conformar lo que es hoy el archivo más completo de la primera ejecución extrajudicial por la que la Comisión Interamericana de Derechos Humanos (CIDH) de la OEA responsabilizó al Estado colombiano. La información que recopiló la familia Lalinde sobre el Batallón Ayacucho, adscrito a la Brigada VIII del Ejército, unidad militar responsable de ese crimen, le sirvió a Fabiola para concebir lo que luego ella llamó la Operación Sirirí. “Los militares hicieron la Operación Cuervos para desaparecer a Luis, entonces yo me inventé mi propia operación, la Operación sirirí"". Su archivo personal comenzó a construirse en noviembre de 1984, cuando decidió anotar todo lo que ocurría sobre su hijo en una de las libretas que tenía de cuando trabajaba en los almacenes Ley. Desde entonces y hasta hoy, ha recogido los expedientes, cartas, documentos oficiales y extraoficiales en los cuales se hace referencia al caso, incluyendo los fallos y resoluciones de la CIDH. El archivo de la familia Lalinde es una de las documentaciones privadas más completas sobre una víctima, por eso decenas de académicos lo han consultado desde 1998. Luis Fernando era un estudiante de último semestre de Sociología en la Universidad Autónoma Latinoamericana de Medellín y miembro del Partido Comunista Marxista Leninista.";"43== Víctimas de la violencia y familiares";999;"8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio";"11== Derecho a ser libre de interferencias arbitrarias a la privacidad, la familia, el hogar o el domicilio";"12== Derecho a la libre circulación y elección de residencia";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
